식품명,대표식품명,탄수화물(g),Gi수치 ,,,,
포도 타르트,타르트,20,45,,,,
피칸타르트,타르트,52.9,45,,,,
감귤잼프레시파이,파이/만쥬,70.5,59,,,,
울산파이,파이/만쥬,49.6,59,,,,
호두파이(미니),파이/만쥬,42.22,59,,,,
호두파이(소),파이/만쥬,49.4,59,,,,
(완제품)누네띠네,파이/만쥬,53,59,,,,
맛있는귤공방 제주감귤파이,파이/만쥬,67.35,59,,,,
맛있는귤공방 한라봉파이,파이/만쥬,65.51,59,,,,
시그니처 사과파이,파이/만쥬,43.72,59,,,,
해피트리 코코원파이,파이/만쥬,51.43,59,,,,
3rd.Bakery갈릭파이,파이/만쥬,42,59,,,,
PNB녹차초코파이,파이/만쥬,48.89,59,,,,
PNB딸기향초코파이,파이/만쥬,53.33,59,,,,
PNB수제초코파이,파이/만쥬,53.75,59,,,,
PNB초코파이,파이/만쥬,55,59,,,,
PNB치즈초코파이,파이/만쥬,46.67,59,,,,
PNB크림치즈초코파이,파이/만쥬,53.33,59,,,,
PNB화이트미니초코파이,파이/만쥬,48.89,59,,,,
PNB화이트초코파이,파이/만쥬,50,59,,,,
고구마앙파이,파이/만쥬,57.78,59,,,,
고구마파이,파이/만쥬,42,59,,,,
고구마파이만주,파이/만쥬,55.56,59,,,,
고구마파이만쥬,파이/만쥬,42,59,,,,
고구맘모카파이,파이/만쥬,38.57,59,,,,
고구맘치즈파이,파이/만쥬,35.71,59,,,,
고구맘파이,파이/만쥬,40,59,,,,
고구맘팥파이,파이/만쥬,35.71,59,,,,
고구맘홍삼파이,파이/만쥬,35.71,59,,,,
고메베이커리크림치즈파이,파이/만쥬,37,59,,,,
곰곰클래식호두파이,파이/만쥬,51,59,,,,
나비파이,파이/만쥬,54.44,59,,,,
네니아우리밀고구마파이,파이/만쥬,46.67,59,,,,
네니아우리밀애플파이,파이/만쥬,40,59,,,,
녹차고구마파이,파이/만쥬,44.29,59,,,,
녹차치즈초코파이,파이/만쥬,47.66,59,,,,
다크체리파이,파이/만쥬,47.86,59,,,,
단호박찹쌀파이,파이/만쥬,57.5,59,,,,
달콤한고구마파이,파이/만쥬,41.25,59,,,,
딸기잼파이,파이/만쥬,53,59,,,,
딸기파이,파이/만쥬,46.67,59,,,,
딸기필링파이,파이/만쥬,41,59,,,,
마왕파이,파이/만쥬,56.36,59,,,,
망고치즈초코파이,파이/만쥬,46.21,59,,,,
미니고구마파이,파이/만쥬,31,59,,,,
미니메이플피칸파이,파이/만쥬,40,59,,,,
미니소시지파이,파이/만쥬,28,59,,,,
미니애플파이,파이/만쥬,37.5,59,,,,
미니크림치즈파이,파이/만쥬,43,59,,,,
미트파이매운맛,파이/만쥬,22.94,59,,,,
바나나치즈초코파이,파이/만쥬,45.04,59,,,,
밤파이,파이/만쥬,47.69,59,,,,
베키아에누보 시그니처 피칸 파이,파이/만쥬,52,59,,,,
볼로네제미트파이,파이/만쥬,28,59,,,,
블라썸파이사과,파이/만쥬,36.84,59,,,,
블라썸파이후룻,파이/만쥬,36.84,59,,,,
블루베리파이,파이/만쥬,50,59,,,,
쁘띠고구마파이,파이/만쥬,44.81,59,,,,
쁘띠소보로찰파이,파이/만쥬,46.13,59,,,,
상큼한애플파이,파이/만쥬,42.5,59,,,,
소보루고구마파이,파이/만쥬,45.08,59,,,,
수제애플파이,파이/만쥬,49,59,,,,
수제옥수수파이,파이/만쥬,60,59,,,,
수제전주단호박초코파이,파이/만쥬,41.25,59,,,,
수제전주바나나파이,파이/만쥬,50,59,,,,
수제전주블루베리파이,파이/만쥬,52.86,59,,,,
수제전주자색고구마초코파이,파이/만쥬,50,59,,,,
수제초코파이,파이/만쥬,57,59,,,,
슈크림파이,파이/만쥬,39.14,59,,,,
스테이크앤치즈파이,파이/만쥬,22.9,59,,,,
스파이시치킨샌드위치,파이/만쥬,29.74,59,,,,
쌀초코파이,파이/만쥬,52.14,59,,,,
씨튼우리밀호두파이,파이/만쥬,50,59,,,,
아몬드파이 패스츄리,파이/만쥬,43.5,59,,,,
애플파이,파이/만쥬,34.67,59,,,,
애플필링파이,파이/만쥬,37,59,,,,
앵거스칠리비프앤치즈파이,파이/만쥬,22.65,59,,,,
어네스트파이버무화과햄프,파이/만쥬,62.86,59,,,,
어네스트파이버퀴노아베리,파이/만쥬,48.57,59,,,,
오미자치즈초코파이,파이/만쥬,46.33,59,,,,
오븐에구운호두파이,파이/만쥬,52.5,59,,,,
우리밀사과파이,파이/만쥬,52,59,,,,
우리밀수제초코파이,파이/만쥬,48.44,59,,,,
우리밀수제화이트초코파이,파이/만쥬,51.94,59,,,,
우리밀초코파이,파이/만쥬,42.25,59,,,,
우리쌀딸기초코파이,파이/만쥬,54.71,59,,,,
우리쌀모카초코파이,파이/만쥬,60,59,,,,
우리쌀초코파이,파이/만쥬,42.86,59,,,,
유자향파이,파이/만쥬,67,59,,,,
이레우리밀파이만쥬,파이/만쥬,47,59,,,,
임실농부치즈초코파이,파이/만쥬,58.73,59,,,,
전주수제단호박초코파이,파이/만쥬,41.25,59,,,,
전주수제라즈베리초코파이,파이/만쥬,48.57,59,,,,
전주수제망고초코파이,파이/만쥬,51.43,59,,,,
전주수제블루베리파이,파이/만쥬,52.86,59,,,,
전주수제초코파이,파이/만쥬,58.57,59,,,,
전주수제홍삼초코파이,파이/만쥬,42.22,59,,,,
전주수제화이트초코파이,파이/만쥬,42.22,59,,,,
제주한라봉파이,파이/만쥬,70,59,,,,
주상절리파이,파이/만쥬,55.79,59,,,,
찰떡파이,파이/만쥬,47.78,59,,,,
찰초코파이정인절미,파이/만쥬,64.29,59,,,,
찹쌀파이,파이/만쥬,52.5,59,,,,
청주초코파이,파이/만쥬,52,59,,,,
촉촉한크랜베리쿠키,파이/만쥬,68.42,59,,,,
치킨피자파이,파이/만쥬,15.29,59,,,,
커피고구마파이,파이/만쥬,45.71,59,,,,
크림치즈딸기파이,파이/만쥬,38,59,,,,
크림치즈파이,파이/만쥬,32,59,,,,
토마토치킨파이,파이/만쥬,30,59,,,,
통밀당초코파이,파이/만쥬,33.33,59,,,,
통팥가득파이만주,파이/만쥬,50,59,,,,
통팥고구마파이,파이/만쥬,40,59,,,,
통팥앙파이,파이/만쥬,57.78,59,,,,
파리바게뜨호두파이,파이/만쥬,43,59,,,,
파이유,파이/만쥬,38.67,59,,,,
판파이-에스,파이/만쥬,37.22,59,,,,
팔미애파이,파이/만쥬,61.43,59,,,,
프리미엄애플파이,파이/만쥬,27.4,59,,,,
피칸파이,파이/만쥬,38.57,59,,,,
한입모카몬드파이,파이/만쥬,48,59,,,,
한입블루몬드파이,파이/만쥬,50,59,,,,
한입피자몬드파이,파이/만쥬,28.33,59,,,,
한입호두파이,파이/만쥬,44,59,,,,
행복한호두파이,파이/만쥬,43,59,,,,
호두파이(대),파이/만쥬,35,59,,,,
호박품은수제초코파이,파이/만쥬,52,59,,,,
호박향파이,파이/만쥬,69,59,,,,
화이트초코파이,파이/만쥬,61.11,59,,,,
황남빵,파이/만쥬,52.5,59,,,,
황촌파이,파이/만쥬,56.67,59,,,,
(냉동)먹물라구미트파이생지,파이/만쥬,18,59,,,,
(냉동)채소라구파이생지,파이/만쥬,18,59,,,,
(냉동)토마토라구미트파이생지,파이/만쥬,22,59,,,,
38%애플잼파이,파이/만쥬,52,59,,,,
BNK 파이시트,파이/만쥬,48,59,,,,
LALA찰떡파이,파이/만쥬,50,59,,,,
고급 호두파이,파이/만쥬,44.09,59,,,,
고급 호두파이(냉동),파이/만쥬,44.09,59,,,,
고소한 피칸파이,파이/만쥬,39,59,,,,
고소함 가득 아몬드 플로랑탱 파이,파이/만쥬,40,59,,,,
노티드 스마일 슈크림만쥬,파이/만쥬,49.06,59,,,,
노티드 스마일 팥만쥬,파이/만쥬,52.39,59,,,,
녹차맛쌀만쥬,파이/만쥬,53.33,59,,,,
단호박파이,파이/만쥬,8.82,59,,,,
달광상회 청주초코파이,파이/만쥬,46.97,59,,,,
델리만쥬 약과쿠키,파이/만쥬,45.83,59,,,,
레몬 파이,파이/만쥬,45.71,59,,,,
로스팅 호두 듬뿍 호두파이,파이/만쥬,44,59,,,,
마롱파이,파이/만쥬,33.33,59,,,,
만쥬,파이/만쥬,59,59,,,,
만쥬야,파이/만쥬,50,59,,,,
미니 호두파이,파이/만쥬,44.09,59,,,,
미니 호두파이(냉동),파이/만쥬,44.09,59,,,,
미니피칸파이 by wisely,파이/만쥬,57.04,59,,,,
미니피칸파이A,파이/만쥬,57.04,59,,,,
바람이 전해준 립파이,파이/만쥬,50,59,,,,
밤파이(완),파이/만쥬,46,59,,,,
베이컨치즈키슈,파이/만쥬,28.67,59,,,,
베이컨치즈키슈F,파이/만쥬,28.67,59,,,,
비건 쌀 애플파이,파이/만쥬,31.82,59,,,,
비건 쌀 하트파이,파이/만쥬,40,59,,,,
사과잼파이,파이/만쥬,51.11,59,,,,
사과홍만주,파이/만쥬,65.71,59,,,,
수제 우리밀 전주초코파이,파이/만쥬,55.55,59,,,,
수제전주초코파이,파이/만쥬,55.55,59,,,,
스퀘어파이 생지,파이/만쥬,42,59,,,,
스틱파이 8입,파이/만쥬,61.56,59,,,,
식물성 미트파이,파이/만쥬,36.05,59,,,,
아몬드갈릭파이,파이/만쥬,50.96,59,,,,
앙파이 생지,파이/만쥬,50,59,,,,
애플쨈 사각파이,파이/만쥬,28.18,59,,,,
애플파이-에스,파이/만쥬,30,59,,,,
옥수수파이 생지,파이/만쥬,33,59,,,,
우리밀 홍삼 초코파이,파이/만쥬,58.32,59,,,,
우리쌀 사과만주,파이/만쥬,60,59,,,,
유자파이,파이/만쥬,52.4,59,,,,
잣파이,파이/만쥬,44.09,59,,,,
잣파이(냉동),파이/만쥬,44.09,59,,,,
조청파이,파이/만쥬,68.18,59,,,,
진 델리만쥬,파이/만쥬,57.86,59,,,,
진짜 밤파이,파이/만쥬,46,59,,,,
진짜 피칸파이,파이/만쥬,48,59,,,,
청주오믈렛 초코파이,파이/만쥬,46.97,59,,,,
초코맛쌀만쥬,파이/만쥬,58.33,59,,,,
추억의 만쥬,파이/만쥬,44.87,59,,,,
커피맛쌀만쥬,파이/만쥬,56.67,59,,,,
크림파이 화이트초코&라즈베리,파이/만쥬,43.9,59,,,,
파리)고소한 피칸파이,파이/만쥬,39,59,,,,
파리)로스팅 호두 듬뿍 호두파이,파이/만쥬,44,59,,,,
파이 생지,파이/만쥬,34,59,,,,
페스츄리 파이 판(생지),파이/만쥬,33.82,59,,,,
하트파이생지,파이/만쥬,49.27,59,,,,
행운약과왕만쥬,파이/만쥬,58,59,,,,
호두파이(냉동),파이/만쥬,44.09,59,,,,
호박맛쌀만쥬,파이/만쥬,56.67,59,,,,
호호 레트로 만쥬,파이/만쥬,44.87,59,,,,
후앙 파이시트생지,파이/만쥬,48,59,,,,
10만 마력 초코 우피파이,파이/만쥬,45,59,,,,
갈릭파이,파이/만쥬,45,59,,,,
고구마 파이만주,파이/만쥬,53.33,59,,,,
고구마인줄!,파이/만쥬,77.78,59,,,,
과자의성만쥬(바나나),파이/만쥬,63.93,59,,,,
과자의성만쥬(통팥),파이/만쥬,62.5,59,,,,
꾸덕버터바파이,파이/만쥬,61.33,59,,,,
노티드 스마일 만쥬,파이/만쥬,42.7,59,,,,
노티드 스마일 앙만쥬,파이/만쥬,52.11,59,,,,
노티드 스마일 크림치즈 만쥬,파이/만쥬,45.95,59,,,,
달콤유자만주,파이/만쥬,65.71,59,,,,
도라에몽 달콤 단팥만쥬,파이/만쥬,52.8,59,,,,
도라에몽 달콤슈크림만쥬,파이/만쥬,47.69,59,,,,
도라에몽 달콤슈크림만쥬(냉동),파이/만쥬,47.38,59,,,,
도라에몽 동글동글단팥만쥬,파이/만쥬,52.64,59,,,,
도라에몽의 암기빵슈크림만쥬(냉동),파이/만쥬,46.67,59,,,,
라즈베리 크럼블파이,파이/만쥬,60.49,59,,,,
리얼초코파이천혜향,파이/만쥬,55.73,59,,,,
만주,파이/만쥬,62.65,59,,,,
만쥬데이(냉동),파이/만쥬,47.38,59,,,,
미니딸기쨈파이 4입,파이/만쥬,52,59,,,,
미니크림치즈파이 4입,파이/만쥬,52,59,,,,
미트파이,파이/만쥬,32.9,59,,,,
밤인줄!,파이/만쥬,64.44,59,,,,
버터북 얼그레이 파이,파이/만쥬,48,59,,,,
버터북 플레인 파이,파이/만쥬,50,59,,,,
사과파이피,파이/만쥬,32,59,,,,
살구잼파이,파이/만쥬,52,59,,,,
상콤귤만주,파이/만쥬,62.86,59,,,,
상큼 딸기 파이,파이/만쥬,51.67,59,,,,
서주 우유크림 만쥬,파이/만쥬,44.5,59,,,,
쇼콜라 팔미어,파이/만쥬,40.91,59,,,,
시그니처 애플 크럼블 파이,파이/만쥬,37.96,59,,,,
쌀 피칸 통밀파이,파이/만쥬,37,59,,,,
쌀만주,파이/만쥬,20,59,,,,
앙금파이,파이/만쥬,51,59,,,,
우도땅콩만쥬,파이/만쥬,62.86,59,,,,
우리밀 수제 블랙 초코파이,파이/만쥬,54.14,59,,,,
우리밀 쑥 초코파이,파이/만쥬,62.41,59,,,,
우리밀 초코파이,파이/만쥬,47,59,,,,
우리쌀로만든 만쥬데이,파이/만쥬,48.48,59,,,,
윤호손수호두파이,파이/만쥬,71.64,59,,,,
전주수제 딸기초코파이,파이/만쥬,49.33,59,,,,
청주초코파이 샌드,파이/만쥬,50,59,,,,
초코우피파이,파이/만쥬,46.67,59,,,,
초코파이(카라멜초코),파이/만쥬,57.14,59,,,,
치킨파이,파이/만쥬,32.9,59,,,,
코르네 파이 바바리안 필드,파이/만쥬,52.25,59,,,,
코르네 파이 스트로베리 필드,파이/만쥬,52.23,59,,,,
코르네 파이 초코 필드,파이/만쥬,56.35,59,,,,
쿠캣메이드 한 입 만쥬,파이/만쥬,44.87,59,,,,
트러플미트파이,파이/만쥬,34.19,59,,,,
파이만주,파이/만쥬,51,59,,,,
팡콩파이(냉생),파이/만쥬,28.57,59,,,,
팥 파이만주,파이/만쥬,53.33,59,,,,
팥만주(타원),파이/만쥬,60,59,,,,
퍼프 파이지,파이/만쥬,68,59,,,,
해피 유자감귤 만주,파이/만쥬,62.86,59,,,,
호박 파이만주,파이/만쥬,53.33,59,,,,
황치즈 크럼블파이,파이/만쥬,46.36,59,,,,
후렌치파이 딸기,파이/만쥬,64,59,,,,
후렌치파이 바나나,파이/만쥬,67,59,,,,
후렌치파이 블루베리,파이/만쥬,64,59,,,,
후렌치파이 사과,파이/만쥬,67,59,,,,
2분피자볼,피자,33.33,60,,,,
3시오븐알라팔라고르곤졸라피자,피자,28.57,60,,,,
3시오븐알라팔라포테이토&베이컨피자,피자,22.54,60,,,,
3시오븐트러플피자,피자,34.05,60,,,,
4가지치즈피자,피자,26.96,60,,,,
4치즈스노잉피자,피자,27.61,60,,,,
4치즈피자,피자,23.82,60,,,,
Chunky페페로니Pizza,피자,32.84,60,,,,
CJ콤비네이션피자,피자,24.76,60,,,,
mini꼬마피자,피자,42.5,60,,,,
Queen마르게리따Pizza,피자,30.43,60,,,,
S8885피자페스츄리,피자,29,60,,,,
Sweet고르곤졸라Pizza,피자,37.02,60,,,,
갈릭까르보나라피자,피자,29.7,60,,,,
갈릭앤더블치즈수제피자,피자,36.36,60,,,,
갓구운불고기피자,피자,33.49,60,,,,
갓구운스위트콘피자,피자,31.16,60,,,,
갓구운콤비네이션피자,피자,32.09,60,,,,
고구마피자,피자,38.3,60,,,,
고르곤졸라메트로피자,피자,30.67,60,,,,
고르곤졸라씬피자,피자,27.33,60,,,,
고르곤졸라피자,피자,27.33,60,,,,
고메 칠리핫도그 피자,피자,28.6,60,,,,
고메고르곤졸라피자,피자,28.77,60,,,,
고메그릴피자디아볼라,피자,32,60,,,,
고메그릴피자불고기,피자,31.94,60,,,,
고메그릴피자콤비네이션,피자,28.19,60,,,,
고메그릴피자포테이토,피자,31,60,,,,
고메나폴리마르게리타피자,피자,30.33,60,,,,
고메디아볼라피자,피자,28.67,60,,,,
고메로마콰트로포르마지피자,피자,30.32,60,,,,
고메바르셀로나칠리감바스피자,피자,28.86,60,,,,
고메베이커리피자볼,피자,37.41,60,,,,
고메불고기피자,피자,32.59,60,,,,
고메콤비네이션피자,피자,30.86,60,,,,
고메포테이토피자,피자,33.5,60,,,,
고메하프피자베이컨포테이토,피자,30.97,60,,,,
고메하프피자크레이지핫치킨,피자,33.1,60,,,,
고메하프피자허니베이컨체다,피자,34.44,60,,,,
골드크러스트피자베이컨파이브치즈,피자,36,60,,,,
곰곰불고기피자,피자,30.22,60,,,,
곰곰콤비네이션피자,피자,32.77,60,,,,
곰곰통밀고르곤졸라피자,피자,34,60,,,,
곰곰페퍼로니피자,피자,30.5,60,,,,
그릴드비프갈비천왕맛피자,피자,30.67,60,,,,
김이박불고기피자,피자,33.33,60,,,,
김이박콤비네이션피자,피자,29.33,60,,,,
김치소세지피자,피자,24.29,60,,,,
나폴리탄소프트블루치즈피자,피자,24,60,,,,
나폴리탄피자,피자,28,60,,,,
노엣지꽉찬토핑피자베이컨파이브치즈,피자,27.13,60,,,,
노엣지꽉찬토핑피자직화불고기,피자,20,60,,,,
노엣지꽉찬토핑피자페퍼로니콤비네이션,피자,24.48,60,,,,
노엣지치킨&렌치소스피자,피자,25.81,60,,,,
노엣지핫치킨볼케이노피자,피자,34.19,60,,,,
뉴욕치즈케이크딥디쉬피자,피자,33.81,60,,,,
닭가슴살피자세판,피자,18,60,,,,
델리피자볼,피자,51.84,60,,,,
디마떼오고구마피자,피자,43.48,60,,,,
디마떼오고르곤졸라피자,피자,40,60,,,,
디마떼오불고기피자,피자,33.85,60,,,,
디마떼오콤비네이션피자,피자,33.57,60,,,,
디마떼오페페로니피자,피자,30,60,,,,
디아볼라치킨피자,피자,32.5,60,,,,
떠먹는눈꽃치즈감자팬피자베이컨,피자,19,60,,,,
떠먹는모짜렐라감자팬피자베이컨,피자,19,60,,,,
떠먹는컵피자매운치킨,피자,28,60,,,,
떠먹는컵피자불고기,피자,23.33,60,,,,
떠먹는컵피자콤비네이션,피자,32,60,,,,
떠먹는컵피자트리플햄,피자,24,60,,,,
떠먹는컵피자포테이토,피자,24.67,60,,,,
또띠아피자(냉동),피자,31.88,60,,,,
라바쉬피자베이스라운드,피자,45.2,60,,,,
