식품명,대표식품명,탄수화물(g),Gi수치 ,,,,
플레인 컵케이크,케이크,46.15,53,,,,
플레인뉴욕롤,케이크,43.7,53,,,,
피스타치오 핑크 롤,케이크,42.73,53,,,,
피카츄의 상큼베리롤케이크,케이크,37,53,,,,
필라델피아 치즈 케이크,케이크,23.93,53,,,,
핑크 쉬폰 시트,케이크,23.64,53,,,,
핑크로즈 초코 하트케이크,케이크,30,53,,,,
한라봉 케이크,케이크,33.62,53,,,,
한라봉생크림컵케이크,케이크,15,53,,,,
허쉬딥초콜릿모찌롤,케이크,40.87,53,,,,
허쉬초코베리롤케이크,케이크,47,53,,,,
허쉬쿠앤크레이어드케이크,케이크,40,53,,,,
헤이즐넛초코 라운드,케이크,26.03,53,,,,
호두 당근 조각 케이크,케이크,32,53,,,,
호두진저파운드,케이크,45,53,,,,
호지차 도지마롤,케이크,41.5,53,,,,
홍차케이크,케이크,40.81,53,,,,
화이트 시트,케이크,50,53,,,,
화이트 초코칩 쌀브라운드케이크,케이크,57.03,53,,,,
화이트 케이크 시트,케이크,50,53,,,,
화이트뉴욕롤,케이크,32.4,53,,,,
화이트파운드,케이크,48.5,53,,,,
황치즈생크림컵케이크,케이크,15,53,,,,
후람보아즈 레이어드 케이크,케이크,51.97,53,,,,
후레즈 데코레이션,케이크,27.3,53,,,,
후레즈단쥬,케이크,12,53,,,,
흑임자 우리쌀 파운드[조각],케이크,46.48,53,,,,
달콤쁘띠크룽지,크로와상,50,70,,,,
디담크로와상누룽지,크로와상,80,70,,,,
딸기 크런치 미니크룽지,크로와상,65.52,70,,,,
로얄 크룽지,크로와상,41.82,70,,,,
미니 크룽지아,크로와상,41,70,,,,
미니크룽지,크로와상,64.71,70,,,,
바닐라크룽지,크로와상,60.71,70,,,,
순수버터 크룽지,크로와상,71.43,70,,,,
시나몬 미니크룽지,크로와상,70.59,70,,,,
아몬드 초코 미니크룽지,크로와상,63.33,70,,,,
이웃집 납작이 고구마크룽지,크로와상,66.67,70,,,,
이웃집 납작이 황치즈크룽지,크로와상,66.67,70,,,,
지니 마시멜로우 크룽지,크로와상,74,70,,,,
초코 미니크룽지,크로와상,64,70,,,,
크룽지,크로와상,85,70,,,,
토피넛크룽지,크로와상,65.71,70,,,,
프리미엄 크룽지아,크로와상,41.82,70,,,,
프린세스 크룽지,크로와상,41,70,,,,
화이트 코코넛 미니크룽지,크로와상,59.26,70,,,,
갈릭크룽지,크로와상,65,70,,,,
꿀꿀크룽지!,크로와상,71.65,70,,,,
누룽지를 입은 악마 크룽지,크로와상,66.6,70,,,,
달콤바삭크룽지,크로와상,66,70,,,,
딸기 미니크룽지,크로와상,65.52,70,,,,
매머드 크룽지,크로와상,68.42,70,,,,
메이플크룽지(실온),크로와상,66,70,,,,
빵쌤크룽지,크로와상,68.42,70,,,,
수제 달콤바삭 크룽지,크로와상,73.08,70,,,,
스윗크룽지,크로와상,65,70,,,,
시나몬 크룽지,크로와상,68.42,70,,,,
시나몬크룽지(실온),크로와상,66,70,,,,
아몬드크룽지,크로와상,66.67,70,,,,
아이 러브 푸루후룽지,크로와상,64.84,70,,,,
옐로우 크룽지,크로와상,66.67,70,,,,
쵸코 크룽지,크로와상,60.78,70,,,,
크로와상누룽지,크로와상,61.06,70,,,,
퍼플 크룽지,크로와상,66.67,70,,,,
화이트 크룽지,크로와상,62.75,70,,,,
100미니크로아상,크로와상,36,70,,,,
24결 미니버터크로아상 생지,크로와상,40.63,70,,,,
24결 버터 크로플,크로와상,40.36,70,,,,
24결 크로아상 생지,크로와상,31,70,,,,
24결미니크로아상,크로와상,38.1,70,,,,
24결크로아상,크로와상,35,70,,,,
3rd.Bakery미니크루아상골드,크로와상,40,70,,,,
40미니크로아상,크로와상,36,70,,,,
AOP정통크로와상,크로와상,33.33,70,,,,
AOP크로아상,크로와상,38.57,70,,,,
AOP크로아상런치,크로와상,36.67,70,,,,
EDT크로아상,크로와상,38.75,70,,,,
KIRIN버터미니크로와상,크로와상,39,70,,,,
S3189미니버터크로아상,크로와상,49,70,,,,
S3189미니버터크로와상,크로와상,48.7,70,,,,
갈릭크로와상,크로와상,40,70,,,,
고메베이커리크로와상,크로와상,37,70,,,,
고메크로와상,크로와상,30,70,,,,
곡물크로와상,크로와상,39.71,70,,,,
곰곰미니버터크루아상,크로와상,40,70,,,,
곰곰미니버터크루아상더블팩,크로와상,40,70,,,,
곰곰커브크루아상,크로와상,48.15,70,,,,
냉동크로아상,크로와상,38.33,70,,,,
냉동크로아상생지,크로와상,44,70,,,,
널담 크로와상 플레인,크로와상,45,70,,,,
누텔라바나나크로아상,크로와상,44.88,70,,,,
뉴욕초코 데니쉬,크로와상,42.31,70,,,,
단팥크로와상,크로와상,41.5,70,,,,
더블쵸코크로아상,크로와상,43.14,70,,,,
라이스크로아상,크로와상,35,70,,,,
로얄버터미니크로와상완제,크로와상,46,70,,,,
마스카포네크림크로아상,크로와상,29.25,70,,,,
말차크림크로아상,크로와상,29.33,70,,,,
미니 크로아상,크로와상,40,70,,,,
미니메이플피칸&미니크로와상,크로와상,34.37,70,,,,
미니버터크로아상,크로와상,33,70,,,,
미니버터크로와상,크로와상,39,70,,,,
미니버터크로와상엠티,크로와상,38.6,70,,,,
미니버터크로와상치오크림,크로와상,46.2,70,,,,
미니시나몬롤&미니크로와상,크로와상,52.74,70,,,,
미니쌀크로와상,크로와상,31.43,70,,,,
미니크로녹차,크로와상,39.2,70,,,,
미니크로아상,크로와상,40,70,,,,
미니크로아상애프리코트,크로와상,51.2,70,,,,
미니크로아상플레인,크로와상,38,70,,,,
미니크로와상,크로와상,38,70,,,,
미니크로와상고메,크로와상,30,70,,,,
미니크로와상플러스,크로와상,33,70,,,,
미니크로초코,크로와상,42.7,70,,,,
미니크로플레인,크로와상,39.2,70,,,,
미니프렌치크로와상,크로와상,42.8,70,,,,
바닐라크림크로아상,크로와상,38.32,70,,,,
발효버터크로와상완제,크로와상,46,70,,,,
버터미니크로와상,크로와상,48,70,,,,
버터원형크로와상,크로와상,35.3,70,,,,
버터크로아상,크로와상,38.75,70,,,,
버터크로와상,크로와상,36.67,70,,,,
버터크로와상델리프랑스헤리티지,크로와상,40,70,,,,
버터킨벨크로와상,크로와상,35.3,70,,,,
베이커크로아쌍,크로와상,42,70,,,,
베이커크로와상,크로와상,35.6,70,,,,
베이커크로와상스타레이트,크로와상,35.6,70,,,,
브리오슈버터크로아상,크로와상,50.7,70,,,,
비올라통밀크로와상,크로와상,47,70,,,,
빅토리아꽈배기크루아상,크로와상,53.18,70,,,,
쁘띠크로아상,크로와상,36.67,70,,,,
생크림 크로와상,크로와상,25.71,70,,,,
설탕꽈배기크루아상,크로와상,55,70,,,,
소보로크루아상,크로와상,70,70,,,,
쇼콜라데크로아상,크로와상,28,70,,,,
수제갈릭크로와상,크로와상,42.86,70,,,,
슈크림크로와상,크로와상,37.65,70,,,,
스트레이트버터멀티그래인크루아상,크로와상,35.2,70,,,,
스트레이트버터미니크루아상,크로와상,39.2,70,,,,
스트레이트버터크루아상,크로와상,39.6,70,,,,
씨리얼크로와상,크로와상,28.24,70,,,,
아란챠통밀크로와상,크로와상,48,70,,,,
아망딘꽈배기크루아상,크로와상,54.44,70,,,,
아몬드미니크로와상,크로와상,54,70,,,,
아몬드크로와상,크로와상,45.65,70,,,,
에어프라이어홈카페크로와상,크로와상,40,70,,,,
완)미니버터크로와상,크로와상,55.26,70,,,,
완)크로와상번,크로와상,48.33,70,,,,
우유품은초콜릿크루아상,크로와상,29.84,70,,,,
이즈니버터크로아상,크로와상,36,70,,,,
이즈니버터크로와상,크로와상,41,70,,,,
이지잇미니버터크로와상,크로와상,40,70,,,,
이지잇버터크로와상,크로와상,40,70,,,,
정통크로와상,크로와상,45,70,,,,
초코누텔라꽈배기크루아상,크로와상,55.06,70,,,,
초코스트레이트버터크로아상,크로와상,47.78,70,,,,
초코크로아상,크로와상,44,70,,,,
초코크로와상,크로와상,45,70,,,,
초코크림크로와상,크로와상,37.65,70,,,,
초코통밀크로와상,크로와상,46,70,,,,
초콜릿롤링크루아상,크로와상,31.11,70,,,,
초콜릿-헤이즐넛크로아상,크로와상,42.22,70,,,,
치즈크로와상,크로와상,32.86,70,,,,
카야크로와상,크로와상,51.67,70,,,,
카카오크로와상,크로와상,37,70,,,,
커브드버터크루아상,크로와상,38.3,70,,,,
커브크로아상,크로와상,38.57,70,,,,
커브크로와상,크로와상,38.57,70,,,,
커스터드크로아상,크로와상,48,70,,,,
코알라미니버터크로와상,크로와상,54,70,,,,
코알라초코크로와상,크로와상,41,70,,,,
코코아크림버터크로와상,크로와상,39,70,,,,
코코아-헤이즐넛크로아상,크로와상,42.22,70,,,,
크래빙크로아상초콜릿헤즐넛필링,크로와상,51.11,70,,,,
크로넛,크로와상,73.75,70,,,,
크로도츠,크로와상,33,70,,,,
크로아상,크로와상,38.57,70,,,,
크로아상로얄,크로와상,34,70,,,,
크로아상로얄위드누가필링,크로와상,40,70,,,,
크로와상,크로와상,53.33,70,,,,
크로와상(냉동),크로와상,50.91,70,,,,
크로와상(레디투베이크),크로와상,39,70,,,,
크로와상(초코헤이즐넛),크로와상,55.56,70,,,,
크로와상생지,크로와상,37,70,,,,
크로와상와플,크로와상,47.86,70,,,,
크로와상플러스렉토엠티큐,크로와상,32,70,,,,
크로칸트올아마레나,크로와상,36.84,70,,,,
크루아상,크로와상,48,70,,,,
트리플초콜릿크로캉,크로와상,34,70,,,,
페이브아몬드크로와상,크로와상,49.33,70,,,,
페이브플레인크로와상,크로와상,51.16,70,,,,
프랄린미니크루아상,크로와상,42.5,70,,,,
프랄린크루아상,크로와상,42,70,,,,
프리미엄버터크로와상,크로와상,45.71,70,,,,
플레인미니크로아프레,크로와상,39.2,70,,,,
플레인크로와상,크로와상,45.28,70,,,,
플레인크루아상,크로와상,48.24,70,,,,
허브크림치즈크로와상,크로와상,30,70,,,,
4XL 크로와상,크로와상,44.6,70,,,,
AOP크로와상,크로와상,32.78,70,,,,
Hey! 미니버터크로아상,크로와상,40,70,,,,
K-크룽지 소 / (실온),크로와상,65,70,,,,
the스윗 크로와앙 애플,크로와상,30,70,,,,
갈릭크룽지(대),크로와상,56.67,70,,,,
고칼슘 러브팔미에 페스츄리 생지,크로와상,44.13,70,,,,
냉)GS 미니크로와상,크로와상,59,70,,,,
누가크리스피 크로와상,크로와상,21.11,70,,,,
달달버터미니크룽지,크로와상,66.67,70,,,,
달콤가득크룽지,크로와상,41,70,,,,
달콤바삭크룽지(냉동),크로와상,55.78,70,,,,
달콤바삭크룽지(대),크로와상,55,70,,,,
달콤바삭크룽지(소),크로와상,50,70,,,,
달콤바삭크룽지/ 대 (냉동),크로와상,11,70,,,,
달콤바삭크룽지/ 소 (냉동),크로와상,11,70,,,,
달콤바삭크룽지/ 소 (실온),크로와상,5.5,70,,,,
달콤바삭크룽지/대 (실온),크로와상,11,70,,,,
딸기 크룽지,크로와상,69.56,70,,,,
라즈베리 크로와상,크로와상,48.44,70,,,,
모카번 크로와상,크로와상,31,70,,,,
미니 크로와상 크로플,크로와상,54,70,,,,
미니 크로플,크로와상,48,70,,,,
미니 크룽지,크로와상,71,70,,,,
바삭 갈릭 크룽지,크로와상,67.5,70,,,,
바삭 크룽지,크로와상,38,70,,,,
바질 크로플,크로와상,52.6,70,,,,
바질크룽지(냉동),크로와상,40,70,,,,
발효 냉동 A.O.P 에쉬레 버터 크로와상(생지),크로와상,41,70,,,,
발효냉동 불고기 소세지 페스츄리,크로와상,24.4,70,,,,
밤페스츄리,크로와상,45.51,70,,,,
버터 크루아상 생지,크로와상,40,70,,,,
버터크라상 휴면 반죽-에스 크로플,크로와상,40,70,,,,
버터크룽지,크로와상,55,70,,,,
버터풀 크로와상,크로와상,42.58,70,,,,
벌집크로아상,크로와상,54,70,,,,
베리와상,크로와상,49.91,70,,,,
봉쥬르 꿀 페스츄리 (생지),크로와상,41.5,70,,,,
블랙 플레인 크로넛,크로와상,39.12,70,,,,
비건 쌀 크로와상,크로와상,39,70,,,,
비맨션 크룽지,크로와상,60,70,,,,
뿌링 크로넛,크로와상,47.69,70,,,,
사각페스츄리햄버거번,크로와상,38.9,70,,,,
사각페스츄리휴면반죽-에스,크로와상,41.82,70,,,,
소금크로아상,크로와상,37,70,,,,
소세지크로와상,크로와상,25,70,,,,
소시지페스츄리(냉동),크로와상,24,70,,,,
쇼콜라 크로플,크로와상,54,70,,,,
슈크림페스츄리,크로와상,41.11,70,,,,
시나몬크룽지,크로와상,65,70,,,,
시나몬크룽지(대),크로와상,66.67,70,,,,
시나몬페스츄리,크로와상,46.79,70,,,,
시럽크로와상(냉동),크로와상,47.14,70,,,,
쌀페스츄리,크로와상,39.14,70,,,,
쌀페스츄리(파베이크),크로와상,39.14,70,,,,
아몬드페스츄리,크로와상,45.88,70,,,,
알라딘 유럽식 씨앗 페스츄리 샌드,크로와상,37,70,,,,
앙버터 크로와상,크로와상,16,70,,,,
앙뵈르 크로와상,크로와상,42.04,70,,,,
약과크림치즈 크로넛,크로와상,61.66,70,,,,
오니와상 명란,크로와상,36.6,70,,,,
오니와상 사각,크로와상,44.42,70,,,,
오니와상 삼각,크로와상,45.85,70,,,,
오니와상 원형,크로와상,44.84,70,,,,
옥수수크런치 크로와상,크로와상,25,70,,,,
우리밀100%크로와상,크로와상,50.7,70,,,,
우유 품은 몽블랑 페스츄리,크로와상,28.63,70,,,,
인절미크림 크로넛,크로와상,47.47,70,,,,
잇모닝버터크로플,크로와상,27,70,,,,
제이랩 엉자 페스츄리,크로와상,45.71,70,,,,
초코 크루아상,크로와상,51.73,70,,,,
초코렛크룽지,크로와상,64.4,70,,,,
초코와상,크로와상,50.26,70,,,,
초코크룽지,크로와상,36,70,,,,
초콜릿크룽지,크로와상,64.4,70,,,,
치즈 크로플,크로와상,49.64,70,,,,
ㅋㅋㅋK-크룽지,크로와상,57,70,,,,
캐슈넛 크룽지,크로와상,72,70,,,,
크라상,크로와상,48.33,70,,,,
크라상에스-크로플,크로와상,23,70,,,,
크랜베리롤 페스츄리,크로와상,49.35,70,,,,
크로떡,크로와상,45.14,70,,,,
크로스크,크로와상,39.85,70,,,,
크로와상(완제),크로와상,49.76,70,,,,
크로플(F),크로와상,45.41,70,,,,
크루아상(생지),크로와상,49.31,70,,,,
크루아상F,크로와상,46.15,70,,,,
크룽지(냉동),크로와상,56.52,70,,,,
크룽지생지(소),크로와상,55,70,,,,
크리스피크룽지,크로와상,55.81,70,,,,
크림치즈페스츄리 휴면반죽-에스,크로와상,37.14,70,,,,
클래식 미니 크루아상,크로와상,40.16,70,,,,
클래식 웨이브 페스츄리,크로와상,44.71,70,,,,
투톤 산딸기크로와상,크로와상,26,70,,,,
투톤 초코크림크로와상,크로와상,26,70,,,,
페스츄리생지,크로와상,39.14,70,,,,
페스츄리시트,크로와상,42,70,,,,
프랑스생지로 구운 크룽지,크로와상,37,70,,,,
프리미엄 먹물크로와상(완제),크로와상,35.24,70,,,,
피터팬 크루아상,크로와상,4.47,70,,,,
한솥크룽지,크로와상,80,70,,,,
햄버터바질 크로와상,크로와상,11.67,70,,,,
갈릭크로아상,크로와상,46.4,70,,,,
감미루트 저당 약과 페스츄리,크로와상,49.02,70,,,,
골드크로와상,크로와상,55,70,,,,
냉)GS24 미니크로와상,크로와상,55,70,,,,
누텔라 바나나,크로와상,44.9,70,,,,
단팥패스츄리,크로와상,49.57,70,,,,
대왕 크로와상(완제),크로와상,41.38,70,,,,
데르뜨 버터 풍미 가득한 미니 크로플,크로와상,52,70,,,,
도넛 크루아상,크로와상,41,70,,,,
딸기 페스츄리,크로와상,40,70,,,,
마늘페스츄리,크로와상,45,70,,,,
마이쏭 퀸아망,크로와상,52.5,70,,,,
맛샘 꿀밤 몽블랑,크로와상,36.67,70,,,,
미니쌀초코크로와상,크로와상,49.37,70,,,,
미니아몬드크로와상,크로와상,36,70,,,,
믹스베리 페스츄리,크로와상,42,70,,,,
밤 페스츄리,크로와상,53,70,,,,
밤 페스츄리(냉동),크로와상,51.5,70,,,,
버터크룽지(소),크로와상,75,70,,,,
뵈르 크루아상,크로와상,39,70,,,,
브레밀 미니버터 크로와상,크로와상,40.84,70,,,,
브레밀 미니버터 크로플,크로와상,38,70,,,,
브레밀 블랜드 빅크로와상,크로와상,38.6,70,,,,
브레밀 크로아상,크로와상,41.11,70,,,,
브레밀 클래식 미니크로와상,크로와상,40.2,70,,,,
브레밀 페스츄리 씨드롤,크로와상,36.59,70,,,,
브레밀 프리미엄 빅크로와상,크로와상,40.37,70,,,,
뺑 스위스,크로와상,35,70,,,,
뺑 오 쇼콜라,크로와상,49,70,,,,
뺑오쇼콜라 B,크로와상,47.69,70,,,,
살구 페스츄리,크로와상,36,70,,,,
소보로 크로와상,크로와상,62.83,70,,,,
소시지 페스츄리,크로와상,25.7,70,,,,
소시지 페스츄리(냉동),크로와상,22.2,70,,,,
소시지크로아상,크로와상,16.67,70,,,,
수제 크로아상,크로와상,51,70,,,,
슈거크럼블 크로와상,크로와상,52,70,,,,
스위트크로와상,크로와상,54,70,,,,
시나몬 몽블랑,크로와상,45.56,70,,,,
식감 바삭 고소한 참깨크룽지,크로와상,57,70,,,,
아망드 퀸아망,크로와상,51,70,,,,
아몬드 크로와상,크로와상,34,70,,,,
앙버터퀸아망,크로와상,39.6,70,,,,
앙버터크로와상,크로와상,40.9,70,,,,
앵커슈거 크로와상,크로와상,40,70,,,,
오리지널 미니 크로와상,크로와상,48,70,,,,
오리지널쁘띠크룽지,크로와상,66.67,70,,,,
자이언트 달콤 크룽지,크로와상,65.57,70,,,,
초록이달달버터미니크룽지,크로와상,66.67,70,,,,
초코 생크림 몽블랑,크로와상,39.17,70,,,,
초코몽블랑,크로와상,48.84,70,,,,
초코퀸아망,크로와상,39.6,70,,,,
초코퍼지 페스츄리,크로와상,46.14,70,,,,
초코퍼지 페스츄리(냉동),크로와상,46.14,70,,,,
카야 크루아상,크로와상,48.54,70,,,,
콘치즈 소시지 페스츄리,크로와상,16.36,70,,,,
퀸아망 오메기 샌드,크로와상,47.83,70,,,,
퀸아망 체리크림 샌드,크로와상,49.1,70,,,,
큐브 페스츄리(가나슈),크로와상,36.2,70,,,,
큐브 페스츄리(커스타드),크로와상,30.3,70,,,,
큐브 페스츄리(플레인),크로와상,46.5,70,,,,
크루아상 B,크로와상,49.58,70,,,,
크루아상[완제],크로와상,40.04,70,,,,
크룽지파이,크로와상,28,70,,,,
통팥페스츄리,크로와상,42,70,,,,
페스츄리 씨앗 샌드,크로와상,37,70,,,,
페스츄리 씨앗샌드,크로와상,37,70,,,,
프레시오늘 신선냉장 고흥 유자 몽블랑 데니쉬 페스츄리,크로와상,50,70,,,,
플레인 크루아상,크로와상,44.55,70,,,,
플레인 크루아상(냉동),크로와상,44.55,70,,,,
햄치즈 크루아상,크로와상,31,70,,,,
헤이즐넛 퀸아망,크로와상,57.4,70,,,,
헤이즐넛 퀸아망(냉동),크로와상,55.26,70,,,,
단호박타르트(냉동),타르트,40.25,45,,,,
슈크레(울릉코스모스),타르트,56.9,45,,,,
제주유나이티드 감귤 타르트,타르트,70.5,45,,,,
한국클래식 약과타르트,타르트,69,45,,,,
파스텔드나타초콜렛,타르트,41.33,45,,,,
10애플타르트,타르트,37.5,45,,,,
5라즈베리타르트,타르트,35,45,,,,
DT밀당에그타르트StickEggTart,타르트,26.32,45,,,,
DT밀당초코타르트StickChocolateTart,타르트,33.33,45,,,,
강릉커피타르트,타르트,51.11,45,,,,
고구마타르트,타르트,55,45,,,,
곰곰에그타르트,타르트,36,45,,,,
그릴드애플타르트,타르트,37.33,45,,,,
냉동귤치즈타르트,타르트,37.5,45,,,,
냉동밤치즈타르트,타르트,40.42,45,,,,
냉동타르트쉘,타르트,36.7,45,,,,
노르망디타르트,타르트,38.67,45,,,,
뉴욕치즈타르트,타르트,61.82,45,,,,
단호박타르트,타르트,28,45,,,,
달고나타르트,타르트,63.16,45,,,,
동해오징어먹물타르트,타르트,48.89,45,,,,
딸기치즈타르트,타르트,20,45,,,,
딸기치즈타르트mini,타르트,24,45,,,,
딸기타르트,타르트,32.9,45,,,,
레드후르츠소보로타르트,타르트,41,45,,,,
레몬머랭타르트,타르트,47.45,45,,,,
레몬타르트,타르트,37,45,,,,
마시멜로타르트,타르트,37.5,45,,,,
마카롱타르트세트,타르트,41,45,,,,
무화과타르트,타르트,53.33,45,,,,
미니스위트타르트,타르트,65,45,,,,
미니호두피칸타르트,타르트,41.43,45,,,,
배&아몬드타르트,타르트,42,45,,,,
버터크럼블프리미엄체리타르트,타르트,36.5,45,,,,
베니프타르트,타르트,66.67,45,,,,
복숭아타르트,타르트,43,45,,,,
본마망 라스베리 타르트,타르트,68,45,,,,
본마망 레몬 타르트,타르트,63.04,45,,,,
블루베리타르트,타르트,42,45,,,,
빵어니스타단호박타르트,타르트,36,45,,,,
빵어니스타말차타르트,타르트,40,45,,,,
빵어니스타쑥타르트,타르트,37,45,,,,
빵어니스타초코타르트,타르트,36,45,,,,
살구타르트,타르트,18,45,,,,
서프라이즈라즈베리타르트,타르트,38.89,45,,,,
소프트에그타르트,타르트,36,45,,,,
스윗허그호두가득타르트,타르트,51.9,45,,,,
애플타르트,타르트,38,45,,,,
에그커스터드타르트,타르트,35,45,,,,
에그타르트,타르트,31.11,45,,,,
와일드베리타르트,타르트,33,45,,,,
자색고구마타르트,타르트,45,45,,,,
제로 초코타르트,타르트,31.67,45,,,,
제로초코타르트조각,타르트,31.67,45,,,,
제로크림치즈타르트,타르트,20,45,,,,
제로크림치즈타르트조각,타르트,20,45,,,,
제주리얼타르트감귤,타르트,65.71,45,,,,
제주리얼타르트녹차,타르트,62.86,45,,,,
제주리얼타르트백년초,타르트,62.86,45,,,,
제주리얼타르트한라봉,타르트,62.86,45,,,,
젝켈레살구타르트,타르트,66.4,45,,,,
청포도타르트,타르트,33.57,45,,,,
초코타르트,타르트,33,45,,,,
초콜릿가나슈타르트10cm,타르트,45.79,45,,,,
초콜릿타르트,타르트,54,45,,,,
축하해,타르트,46.67,45,,,,
커스타드타르트,타르트,41.1,45,,,,
커스타드타르트베리,타르트,37,45,,,,
코코넛타르트,타르트,37,45,,,,
크림치즈타르트,타르트,20,45,,,,
키위타르트,타르트,70,45,,,,
토피파스텔디나따,타르트,37,45,,,,
티라미수타르트,타르트,40,45,,,,
파스텔드나타솔티드카랴멜,타르트,37.33,45,,,,
파스텔드나타스트로베리,타르트,33.33,45,,,,
파스텔드나타애플,타르트,40,45,,,,
파스텔드나타에그타르트,타르트,40,45,,,,
파스텔디나따,타르트,39,45,,,,
파스텔디나따레드후르츠,타르트,32,45,,,,
파스텔디나따초코렛,타르트,39,45,,,,
파스텔디나따커피,타르트,37,45,,,,
폴트 초콜릿&헤이즐넛 타르트,타르트,60.99,45,,,,
풍요한아침에그타르트,타르트,37.78,45,,,,
프리미에쇼콜라,타르트,56.67,45,,,,
플레인크림치즈타르트,타르트,30,45,,,,
피코크마몰로레몬타르트,타르트,40,45,,,,
피코크마몰로초콜릿타르트,타르트,40,45,,,,
호두타르트,타르트,50,45,,,,
호두타르트(특),타르트,37,45,,,,
홀리데이에디션,타르트,56.67,45,,,,
(반)산타모자23,타르트,43.91,45,,,,
[포르투칼]전통에그타르트(완제),타르트,35,45,,,,
[포르투칼]전통치즈타르트(완제),타르트,40,45,,,,
LALA에그타르트,타르트,23.3,45,,,,
LALA호두타르트,타르트,47.2,45,,,,
가나슈타르트,타르트,20,45,,,,
골든치즈타르트,타르트,36.3,45,,,,
넛츠갈레뜨,타르트,57.4,45,,,,
녹차타르트,타르트,39,45,,,,
레몬치즈타르트,타르트,38,45,,,,
리얼치즈타르트,타르트,34.29,45,,,,
머랭타틀렛,타르트,92,45,,,,
미니 레몬치즈타르트,타르트,37,45,,,,
미니 피칸 타르트,타르트,42.86,45,,,,
바닐라빈 타르트 L,타르트,37.9,45,,,,
배 타르트,타르트,40.79,45,,,,
백년초타르틀렛,타르트,36.67,45,,,,
버번 피칸 타르트,타르트,40,45,,,,
브라운치즈타르트,타르트,56.67,45,,,,
쁘띠 에그타르트,타르트,31,45,,,,
쁘띠무화과치즈타르트,타르트,12.5,45,,,,
상투과자 타르트(초코),타르트,65,45,,,,
설화 타르트(약과),타르트,65,45,,,,
설화 타르트(완두),타르트,65,45,,,,
설화 타르트(팥),타르트,65,45,,,,
설화 타르트(호박),타르트,65,45,,,,
소금버터타르트,타르트,42,45,,,,
시나몬조청 약과타르트,타르트,64,45,,,,
아파레이유 타르트,타르트,5,45,,,,
애플 크럼블 타르트,타르트,63.7,45,,,,
애플 타틴,타르트,37.23,45,,,,
약과타르트,타르트,64,45,,,,
얼그레이 레몬 타르트,타르트,33,45,,,,
에그타르트 (오리지널),타르트,34.29,45,,,,
에그타르트 클래식 L,타르트,36.6,45,,,,
에그타르트(K),타르트,30,45,,,,
영암 무화과 레어치즈타르트,타르트,26,45,,,,
옥수수타르트,타르트,50,45,,,,
용반점타르트,타르트,29.3,45,,,,
짜장면타르트,타르트,29.8,45,,,,
청곶담약 약과타르트,타르트,60.19,45,,,,
체리타르트,타르트,39,45,,,,
초코버터타르트,타르트,46.7,45,,,,
치즈타르트(완제),타르트,40,45,,,,
카라멜 타르트,타르트,55,45,,,,
카카오초코 타르트 L,타르트,35.58,45,,,,
크림치즈 타르트 1-A,타르트,32.17,45,,,,
크림치즈 타르트 L,타르트,32.17,45,,,,
크림치즈필링,타르트,25,45,,,,
클래식 피칸 타르트,타르트,35,45,,,,
타르트 마론,타르트,45,45,,,,
타르트 마론 4-5인,타르트,39.46,45,,,,
타르트 마론 4-5인 F,타르트,39,45,,,,
타르트 마론 F,타르트,45,45,,,,
타르트 생지,타르트,44.09,45,,,,
타르트 피스타치오,타르트,39.58,45,,,,
타르트 피스타치오 4-5인,타르트,34.64,45,,,,
타르트 피스타치오 6-8인,타르트,34.32,45,,,,
타르트피,타르트,39,45,,,,
탕후루청포도타르트,타르트,34.55,45,,,,
파인애플타르트,타르트,27,45,,,,
피칸듬뿍타르트,타르트,55.5,45,,,,
호두 타르트 L,타르트,34.84,45,,,,
황치즈버터타르트,타르트,65,45,,,,
(반)프로마쥬 타르트_24,타르트,31.66,45,,,,
끼리 베이크치즈타르트,타르트,36.89,45,,,,
녹차&팥 타르트,타르트,25,45,,,,
더블치즈타르트,타르트,25,45,,,,
딸기 타르트,타르트,20,45,,,,
떡국타르트,타르트,35,45,,,,
라임바질 타르트,타르트,32,45,,,,
마이쏭 메이플 피칸타르트,타르트,58,45,,,,
메이플호두타르트,타르트,49.44,45,,,,
무화과 타르트,타르트,49,45,,,,
베리 타르트,타르트,35,45,,,,
복숭아 타르트,타르트,20,45,,,,
블루베리 타르트,타르트,20,45,,,,
비건 블루베리타르트,타르트,37,45,,,,
비건 자두타르트,타르트,38,45,,,,
솔티드 카라멜 타르트,타르트,25,45,,,,
쇼콜라포레,타르트,43,45,,,,
스틱 에그타르트,타르트,37.78,45,,,,
알쿠니아 타르트,타르트,33,45,,,,
애프리콧 타르트,타르트,35,45,,,,
에그타르트 클래식,타르트,71,45,,,,
오!늘 견과 타르트,타르트,52.5,45,,,,
오란다타르트,타르트,64,45,,,,
우도땅콩 타르트,타르트,33,45,,,,
웃음꽃이피었습니다타르트,타르트,36,45,,,,
월넛 타르트,타르트,29,45,,,,
유자 타르트,타르트,71,45,,,,
짬뽕타르트,타르트,36,45,,,,
초코 타르트,타르트,35,45,,,,
카카오초코 타르트,타르트,75,45,,,,
크리스마스 타르트,타르트,31,45,,,,
클래식 넛츠 타르트,타르트,44,45,,,,
타르트 샤인머스캣,타르트,31.18,45,,,,
타르트 후레즈,타르트,32.02,45,,,,
타르트 후르츠,타르트,29.64,45,,,,
